"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description",Título,Descripción,"Categorías relacionadas","Forma de contacto con el centro"
1192,"Servicio público disponible",published,"2020-03-23 13:56:02","2020-03-23 15:53:06","2020-03-23 13:53:13",,,,,,"Fundación Banco de Alimentos de Jaén","Banco de Alimentos de la provincia de Jaén
www.bancodealimentosjaen.org",Alimentación,"953 28 06 15 / 636 94 70 13 bancalijaen@gmail.com"
1193,"Servicio público disponible",published,"2020-03-23 13:58:23","2020-03-23 15:52:43","2020-03-23 13:56:48",,,,,,"Banco de Alimentos de la provincia de Lleida","Banco de Alimentos de la provincia de Lleida
www.bancalimentslleida.cat",Alimentación,"973 257 612; info@bancalimentslleida.cat"
1195,"Servicio público disponible",published,"2020-03-23 13:59:42","2020-03-23 15:52:39","2020-03-23 13:52:49",,,,,,"Banco de Alimentos del Segura","Banco de Alimentos que cubre parte de la provincia de Murcia. www.basmur.org",Alimentación,"bancodealimentosdelsegura@gmail.com  868 600 036"
1196,"Servicio público disponible",published,"2020-03-23 13:59:57","2020-03-23 14:31:26","2020-03-23 13:57:45",,,,,,"Banco de Alimentos de la Costa del Sol (BANCOSOL)","Banco de Alimentos de la provincia de Málaga
www.bancosol.info",Alimentación,"952 179 579 / 651 390 110 malaga@bancosol.info"
1197,"Servicio público disponible",published,"2020-03-23 14:01:49","2020-03-23 15:52:34","2020-03-23 13:59:41",,,,,,"Banco de Alimentos de la provincia de Tarragona","Banco de Alimentos de la provincia de Tarragona
www.bancalimentstarragona.org",Alimentación,"977 757 444; bancreus@yahoo.es"
1198,"Servicio público disponible",published,"2020-03-23 14:02:40","2020-03-23 14:35:33","2020-03-23 14:00:46",,,,,,"Banco de Alimentos Región de Murcia - Cartagena","Banco de Alimentos que cubre el resto de la provincia de Murcia.  www.bancodealimentosregiondemurcia.org",Alimentación,"barmurcia@hotmail.com  968 324 303 /968 089 189 / 649 603 503"
1200,"Servicio público disponible",published,"2020-03-23 14:04:14","2020-03-23 14:31:17","2020-03-23 14:01:11",,,,,,"Banco de Alimentos de Sevilla","Banco de Alimentos de la provincia de Sevilla
www.bancodealimentosdesevilla.org",Alimentación,"954 219 311 / 647 948 125 info@bancodealimentosdesevilla.org"
1201,"Servicio público disponible",published,"2020-03-23 14:06:05","2020-03-23 15:51:42","2020-03-23 14:03:48",,,,,,"Banco de Alimentos de la provincia de Palencia","Banco de Alimentos de la provincia de Palencia
www.facebook.com/bancapal/",Alimentación,"979 100 212; 677 958 979; bancapal@gmail.com"
1203,"Servicio público disponible",published,"2020-03-23 14:09:44","2020-03-23 14:43:52","2020-03-23 14:05:45",,,,,,"Banco de Alimentos de Ceuta","Banco de Alimentos de la Ciudad Autónoma  de Ceuta
www.facebook.com/BancodeAlimentosdeCeuta/",Alimentación,"956 525 225  secretaria@bancoceuta.es"
1205,"Servicio público disponible",published,"2020-03-23 14:13:01","2020-03-23 14:31:03","2020-03-23 14:10:54",,,,,,"Banco de Alimentos de Melilla","Banco de Alimentos de la Ciudad Autónoma de Melilla
www.facebook.com/bancodealimentos.melilla",Alimentación,"952 685 825 / 630 620 279 bancodealimentosmelilla@hotmail.com"
1206,"Servicio público disponible",published,"2020-03-23 14:18:58","2020-03-23 14:31:00","2020-03-23 14:15:30",,,,,,"Banco de Alimentos de las Palmas","Banco de Alimentos de la Provincia de las Palmas, que comprende las islas de Gran Canaria, Fuerteventura y Lanzarote
www.bancoalimentoslpa.org",Alimentación,"928 709 997 / 605 469 108 info@bancoalimentoslpa.org"
1207,"Servicio público disponible",published,"2020-03-23 14:22:41","2020-03-23 14:30:54","2020-03-23 14:20:04",,,,,,"Banco de Alimentos de Tenerife (BANCOTEIDE)","Banco de Alimentos de la provincia de Santa Cruz de Tenerife, que comprende las islas de El Hierro, La Gomera, La Palma y Tenerife
www.bancoalimentostfe.org",Alimentación,"922 226 497 info@bancoalimentostfe.org"
1208,"Servicio público disponible",published,"2020-03-23 14:25:08","2020-03-23 14:25:29","2020-03-23 13:51:55",,,,,,"Banco de Alimentos de Ourense","Banco de Alimentos de la provincia de Ourense - www.bancodealimentosourense.org",Alimentación,"988 242 344 - bancodealimentosourense@yahoo.es"
1211,"Servicio público disponible",published,"2020-03-23 14:32:07","2020-03-23 14:41:43","2020-03-23 14:26:41",,,,,,"Banco de Alimentos de la provincia de Asturias",www.bancaliasturias.org,Alimentación,"985 115 860 - 627 561 8 67 - maria@bancaliasturias.org"
1214,"Servicio público disponible",published,"2020-03-23 14:40:36","2020-03-23 14:43:10","2020-03-23 14:35:50",,,,,,"Banco de Alimentos de la provincia de Cantabria",www.bancodealimentosdecantabria.es,Alimentación,"942 314 468 - 608 098 334 - info@abacantabria.es"
1218,"Servicio público disponible",published,"2020-03-23 14:47:19","2020-03-23 14:47:24","2020-03-23 14:43:59",,,,,,"Banco de Alimentos de la provincia de Araba",www.bancoalimentosaraba.org,Alimentación,"945 213 233 - administracion@bancoalimentosaraba.org"
1224,"Servicio público disponible",published,"2020-03-23 14:51:30","2020-03-23 14:51:35","2020-03-23 14:48:28",,,,,,"Banco de Alimentos de la provincia de Bizkaia",www.bancali-biz.org/es/,Alimentación,"944 499 258 - general@bancali-biz.org"
1234,"Servicio público disponible",published,"2020-03-23 15:03:40","2020-03-23 15:03:46","2020-03-23 14:52:02",,,,,,"Banco de Alimentos de la provincia de Gipuzkoa",www.bancoalimentosgipuzkoa.org,Alimentación,"943 493 796 - oiartzun@bancoalimentosgipuzkoa.org"
1238,"Servicio público disponible",published,"2020-03-23 15:08:12","2020-03-23 15:08:17","2020-03-23 15:04:39",,,,,,"Banco de Alimentos de la provincia de Navarra",www.bancoalimentosnavarra.org,Alimentación,"948 303 816 - secretariado@bancoalimentosnavarra.org"
1240,"Servicio público disponible",published,"2020-03-23 15:12:06","2020-03-23 15:12:28","2020-03-23 15:08:41",,,,,,"Banco de Alimentos de la provincia de La Rioja",www.bancodealimentosdelarioja.org,Alimentación,"941 254 491 - 654 255 599 - info@bancodealimentosdelarioja.org"
1241,"Servicio público disponible",published,"2020-03-23 15:14:57","2020-03-23 15:46:38","2020-03-23 15:25:38",,,,,,"Comercio Pollería Medina","Comercio de proximidad abierto y a tu servicio. Aves, huevos y caza. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com","Alimentación,Comercio de Proximidad",915771211
1242,"Servicio público disponible",published,"2020-03-23 15:17:14","2020-03-23 15:17:38","2020-03-23 15:12:58",,,,,,"Banco de Alimentos de la provincia de Burgos",www.bancodealimentosburgos.org,Alimentación,"947 294 660 - 667 389 214 - bancaliburg@yahoo.es"
1244,"Servicio público disponible",published,"2020-03-23 15:22:33","2020-03-23 15:22:58","2020-03-23 15:18:15",,,,,,"Banco de Alimentos que cubre parte de la provincia de León",www.facebook.com/banco.d.leon/,Alimentación,"637 439 827 - banco.leon@gmail.com"
1245,"Servicio público disponible",published,"2020-03-23 15:26:05","2020-03-23 16:13:47","2020-03-23 15:36:44",,,,,,"Comercio Pollería Hermanos Gómez","Comercio de proximidad abierto y a tu servicio. Pollo. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos.","Alimentación,Comercio de Proximidad",914159705
1246,"Servicio público disponible",published,"2020-03-23 15:27:22","2020-03-23 16:07:14","2020-03-23 15:38:33",,,,,,"Pescadería JLG Arribas","Comercio de proximidad abierto y a tu servicio. Pescadería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos.","Alimentación,Comercio de Proximidad",914159152
1248,"Servicio público disponible",published,"2020-03-23 15:28:21","2020-03-23 16:07:29","2020-03-23 15:39:45",,,,,,"Carnicería Aja","Comercio de proximidad abierto y a tu servicio. Carnicería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos","Alimentación,Comercio de Proximidad",915295651
1249,"Servicio público disponible",published,"2020-03-23 15:28:42","2020-03-23 15:29:52","2020-03-23 15:23:49",,,,,,"Banco de Alimentos que cubre el resto de la provincia de León",www.facebook.com/Banco-de-Alimentos-del-Sil-Ponferrada-118321274890679/,Alimentación,"987 419 516 - 673 894 756 - admin@bancodealimentosdelsil.org.es"
1253,"Servicio público disponible",published,"2020-03-23 15:37:13","2020-03-23 16:08:12","2020-03-23 15:48:10",,,,,,"Comercio Variantes y Legumbres Caballero","Comercio de proximidad abierto y a tu servicio. Legumbres. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos","Alimentación,Comercio de Proximidad",914155163
1255,"Servicio público disponible",published,"2020-03-23 15:38:26","2020-03-23 16:08:19","2020-03-23 15:49:40",,,,,,"Frutería Rosarito","Comercio de proximidad abierto y a tu servicio. Frutería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos","Alimentación,Comercio de Proximidad",915192010
1257,"Servicio público disponible",published,"2020-03-23 15:40:02","2020-03-23 16:08:45","2020-03-23 15:51:11",,,,,,"Frutería Paco y Yoli","Comercio de proximidad abierto y a tu servicio. Frutería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos.","Alimentación,Comercio de Proximidad",914156386
1259,"Servicio público disponible",published,"2020-03-23 15:41:09","2020-03-23 16:09:23","2020-03-23 15:52:26",,,,,,"Comercio Albesim Groumet","Comercio de proximidad abierto y a tu servicio. Casquería, carnicería y pollería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos.","Alimentación,Comercio de Proximidad",914151556
1260,"Servicio público disponible",published,"2020-03-23 15:42:25","2020-03-23 16:09:31","2020-03-23 15:53:36",,,,,,"Comercio +Simón","Comercio de proximidad abierto y a tu servicio. Charcutería y quesería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos.","Alimentación,Comercio de Proximidad",914151556
1263,"Servicio público disponible",published,"2020-03-23 15:44:15","2020-03-23 16:03:17","2020-03-23 15:54:49",,,,,,"Pescadería Bautista","Comercio de proximidad abierto y a tu servicio. Pescadería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos.","Alimentación,Comercio de Proximidad",619112907
1266,"Servicio público disponible",published,"2020-03-23 15:45:08","2020-03-23 16:02:51","2020-03-23 15:56:41",,,,,,"Comercio Delicatessen La Ermita","Comercio de proximidad abierto y a tu servicio. Lácteos. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Áreas de reparto: 28002 y próximos","Alimentación,Comercio de Proximidad",
1268,"Servicio público disponible",published,"2020-03-23 15:47:10","2020-03-23 16:02:29","2020-03-23 15:58:36",,,,,,"Comercio Molina Cadierno","Comercio de proximidad abierto y a tu servicio. Pescadería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Área de reparto: área metropolitana.","Alimentación,Comercio de Proximidad",635466266
1269,"Servicio público disponible",published,"2020-03-23 15:48:42","2020-03-23 16:02:22","2020-03-23 15:59:35",,,,,,"Comercio David Arce","Comercio de proximidad abierto y a tu servicio. Pescadería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: www.mercado47.com
Área de reparto: área metropolitana.","Alimentación,Comercio de Proximidad",609975956
1270,"Servicio público disponible",published,"2020-03-23 15:50:04","2020-03-23 16:02:14","2020-03-23 16:01:09",,,,,,"Comercio Naturale","Comercio de proximidad abierto y a tu servicio. Herbolario. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: naturalemadrid@gmail.com
Área de reparto: área metropolitana","Alimentación,Salud,Comercio de Proximidad",650940069
1271,"Servicio público disponible",published,"2020-03-23 15:51:33","2020-03-23 16:02:04","2020-03-23 16:02:29",,,,,,"Pescadería Joaquín y Carlos","Comercio de proximidad abierto y a tu servicio. Pescadería. Se garantiza el suministro de alimentos. Cambio de horario de 9 a 15 horas de lunes a sábado. Cumpliendo la normativa de la Comunidad de Madrid se han reforzado las medidas higiénicas y sanitarias. Se recomienda realizar la compra online o telefónicamente. Servicio telefónico de pedidos y reparto a domicilio disponible: joaquingomezvilar@hotmail.com","Alimentación,Comercio de Proximidad",669238966
1272,"Servicio público disponible",published,"2020-03-23 15:52:34","2020-03-23 16:01:56","2020-03-23 15:50:47",,,,,,"Frutas y verduras","Haremos reparto a domicilio de frutas y verduras frescas. Cualquier cosa que necesite puede comentarla y veremos que podemos hacer.","Alimentación,Higiene,Comercio de Proximidad",699646167
